orderNumber,orderDate,shippedDate,dateDifference,productLine,warehouseName,country
10159,2003-10-10,2003-10-16,6,Motorcycles,North,USA
10159,2003-10-10,2003-10-16,6,"Classic Cars",East,USA
10159,2003-10-10,2003-10-16,6,"Classic Cars",East,USA
10159,2003-10-10,2003-10-16,6,Motorcycles,North,USA
10159,2003-10-10,2003-10-16,6,"Classic Cars",East,USA
10159,2003-10-10,2003-10-16,6,Motorcycles,North,USA
10159,2003-10-10,2003-10-16,6,Motorcycles,North,USA
10159,2003-10-10,2003-10-16,6,"Classic Cars",East,USA
10159,2003-10-10,2003-10-16,6,"Classic Cars",East,USA
10159,2003-10-10,2003-10-16,6,Motorcycles,North,USA
10159,2003-10-10,2003-10-16,6,Motorcycles,North,USA
10159,2003-10-10,2003-10-16,6,Motorcycles,North,USA
10160,2003-10-11,2003-10-17,6,"Classic Cars",East,USA
10160,2003-10-11,2003-10-17,6,"Classic Cars",East,USA
10160,2003-10-11,2003-10-17,6,"Classic Cars",East,USA
10160,2003-10-11,2003-10-17,6,"Classic Cars",East,USA
10160,2003-10-11,2003-10-17,6,"Classic Cars",East,USA
10160,2003-10-11,2003-10-17,6,"Classic Cars",East,USA
10166,2003-10-21,2003-10-27,6,"Vintage Cars",West,USA
10166,2003-10-21,2003-10-27,6,"Vintage Cars",West,USA
10166,2003-10-21,2003-10-27,6,Ships,South,USA
10172,2003-11-05,2003-11-11,6,"Classic Cars",East,USA
10172,2003-11-05,2003-11-11,6,"Classic Cars",East,USA
10172,2003-11-05,2003-11-11,6,"Classic Cars",East,USA
10172,2003-11-05,2003-11-11,6,"Classic Cars",East,USA
10172,2003-11-05,2003-11-11,6,"Classic Cars",East,USA
10172,2003-11-05,2003-11-11,6,"Classic Cars",East,USA
10172,2003-11-05,2003-11-11,6,"Classic Cars",East,USA
10172,2003-11-05,2003-11-11,6,"Classic Cars",East,USA
10176,2003-11-06,2003-11-12,6,"Classic Cars",East,Italy
10176,2003-11-06,2003-11-12,6,"Classic Cars",East,Italy
10176,2003-11-06,2003-11-12,6,"Classic Cars",East,Italy
10176,2003-11-06,2003-11-12,6,"Classic Cars",East,Italy
10176,2003-11-06,2003-11-12,6,"Classic Cars",East,Italy
10176,2003-11-06,2003-11-12,6,"Classic Cars",East,Italy
10176,2003-11-06,2003-11-12,6,"Classic Cars",East,Italy
10176,2003-11-06,2003-11-12,6,Trains,South,Italy
10176,2003-11-06,2003-11-12,6,"Trucks and Buses",South,Italy
10176,2003-11-06,2003-11-12,6,Trains,South,Italy
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Classic Cars",East,USA
10182,2003-11-12,2003-11-18,6,"Classic Cars",East,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10182,2003-11-12,2003-11-18,6,"Classic Cars",East,USA
10182,2003-11-12,2003-11-18,6,"Classic Cars",East,USA
10182,2003-11-12,2003-11-18,6,"Classic Cars",East,USA
10182,2003-11-12,2003-11-18,6,"Classic Cars",East,USA
10182,2003-11-12,2003-11-18,6,"Vintage Cars",West,USA
10184,2003-11-14,2003-11-20,6,"Trucks and Buses",South,Spain
10184,2003-11-14,2003-11-20,6,"Classic Cars",East,Spain
10184,2003-11-14,2003-11-20,6,"Trucks and Buses",South,Spain
10184,2003-11-14,2003-11-20,6,"Trucks and Buses",South,Spain
10184,2003-11-14,2003-11-20,6,"Classic Cars",East,Spain
10184,2003-11-14,2003-11-20,6,"Classic Cars",East,Spain
10184,2003-11-14,2003-11-20,6,"Trucks and Buses",South,Spain
10184,2003-11-14,2003-11-20,6,"Classic Cars",East,Spain
10184,2003-11-14,2003-11-20,6,"Classic Cars",East,Spain
10184,2003-11-14,2003-11-20,6,"Trucks and Buses",South,Spain
10184,2003-11-14,2003-11-20,6,"Trucks and Buses",South,Spain
10184,2003-11-14,2003-11-20,6,Trains,South,Spain
10184,2003-11-14,2003-11-20,6,"Trucks and Buses",South,Spain
10185,2003-11-14,2003-11-20,6,"Classic Cars",East,USA
10185,2003-11-14,2003-11-20,6,"Classic Cars",East,USA
10185,2003-11-14,2003-11-20,6,"Classic Cars",East,USA
10185,2003-11-14,2003-11-20,6,"Vintage Cars",West,USA
10185,2003-11-14,2003-11-20,6,Trains,South,USA
10185,2003-11-14,2003-11-20,6,"Classic Cars",East,USA
10185,2003-11-14,2003-11-20,6,"Vintage Cars",West,USA
10185,2003-11-14,2003-11-20,6,Ships,South,USA
10185,2003-11-14,2003-11-20,6,"Vintage Cars",West,USA
10185,2003-11-14,2003-11-20,6,Trains,South,USA
10185,2003-11-14,2003-11-20,6,Ships,South,USA
10185,2003-11-14,2003-11-20,6,Ships,South,USA
10185,2003-11-14,2003-11-20,6,Ships,South,USA
10185,2003-11-14,2003-11-20,6,Ships,South,USA
10185,2003-11-14,2003-11-20,6,Ships,South,USA
10185,2003-11-14,2003-11-20,6,Ships,South,USA
10188,2003-11-18,2003-11-24,6,Motorcycles,North,"Norway  "
10188,2003-11-18,2003-11-24,6,Motorcycles,North,"Norway  "
10188,2003-11-18,2003-11-24,6,Motorcycles,North,"Norway  "
10188,2003-11-18,2003-11-24,6,Motorcycles,North,"Norway  "
10188,2003-11-18,2003-11-24,6,Motorcycles,North,"Norway  "
10188,2003-11-18,2003-11-24,6,Motorcycles,North,"Norway  "
10188,2003-11-18,2003-11-24,6,Motorcycles,North,"Norway  "
10188,2003-11-18,2003-11-24,6,Planes,North,"Norway  "
10189,2003-11-18,2003-11-24,6,Motorcycles,North,USA
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Classic Cars",East,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10193,2003-11-21,2003-11-27,6,"Vintage Cars",West,Australia
10198,2003-11-27,2003-12-03,6,Planes,North,Philippines
10198,2003-11-27,2003-12-03,6,Planes,North,Philippines
10198,2003-11-27,2003-12-03,6,"Vintage Cars",West,Philippines
10198,2003-11-27,2003-12-03,6,Planes,North,Philippines
10198,2003-11-27,2003-12-03,6,Planes,North,Philippines
10198,2003-11-27,2003-12-03,6,Planes,North,Philippines
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Classic Cars",East,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10227,2004-03-02,2004-03-08,6,"Classic Cars",East,France
10227,2004-03-02,2004-03-08,6,"Classic Cars",East,France
10227,2004-03-02,2004-03-08,6,"Classic Cars",East,France
10227,2004-03-02,2004-03-08,6,"Vintage Cars",West,France
10231,2004-03-19,2004-03-25,6,"Classic Cars",East,Spain
10231,2004-03-19,2004-03-25,6,"Classic Cars",East,Spain
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10241,2004-04-13,2004-04-19,6,"Vintage Cars",West,France
10241,2004-04-13,2004-04-19,6,"Vintage Cars",West,France
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10241,2004-04-13,2004-04-19,6,"Vintage Cars",West,France
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10241,2004-04-13,2004-04-19,6,"Classic Cars",East,France
10251,2004-05-18,2004-05-24,6,Motorcycles,North,USA
10251,2004-05-18,2004-05-24,6,Motorcycles,North,USA
10251,2004-05-18,2004-05-24,6,Motorcycles,North,USA
10251,2004-05-18,2004-05-24,6,Motorcycles,North,USA
10251,2004-05-18,2004-05-24,6,Motorcycles,North,USA
10251,2004-05-18,2004-05-24,6,Motorcycles,North,USA
10275,2004-07-23,2004-07-29,6,Motorcycles,North,France
10275,2004-07-23,2004-07-29,6,Motorcycles,North,France
10275,2004-07-23,2004-07-29,6,Motorcycles,North,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10275,2004-07-23,2004-07-29,6,Motorcycles,North,France
10275,2004-07-23,2004-07-29,6,Motorcycles,North,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10275,2004-07-23,2004-07-29,6,Motorcycles,North,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10275,2004-07-23,2004-07-29,6,Motorcycles,North,France
10275,2004-07-23,2004-07-29,6,"Vintage Cars",West,France
10275,2004-07-23,2004-07-29,6,"Vintage Cars",West,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10275,2004-07-23,2004-07-29,6,Planes,North,France
10276,2004-08-02,2004-08-08,6,"Classic Cars",East,USA
10276,2004-08-02,2004-08-08,6,Motorcycles,North,USA
10276,2004-08-02,2004-08-08,6,"Classic Cars",East,USA
10276,2004-08-02,2004-08-08,6,"Classic Cars",East,USA
10276,2004-08-02,2004-08-08,6,"Classic Cars",East,USA
10276,2004-08-02,2004-08-08,6,"Classic Cars",East,USA
10276,2004-08-02,2004-08-08,6,Motorcycles,North,USA
10276,2004-08-02,2004-08-08,6,"Classic Cars",East,USA
10276,2004-08-02,2004-08-08,6,Motorcycles,North,USA
10276,2004-08-02,2004-08-08,6,"Classic Cars",East,USA
10276,2004-08-02,2004-08-08,6,"Classic Cars",East,USA
10276,2004-08-02,2004-08-08,6,Motorcycles,North,USA
10276,2004-08-02,2004-08-08,6,Motorcycles,North,USA
10276,2004-08-02,2004-08-08,6,Motorcycles,North,USA
10279,2004-08-09,2004-08-15,6,"Classic Cars",East,Spain
10279,2004-08-09,2004-08-15,6,"Classic Cars",East,Spain
10279,2004-08-09,2004-08-15,6,"Classic Cars",East,Spain
10279,2004-08-09,2004-08-15,6,"Classic Cars",East,Spain
10279,2004-08-09,2004-08-15,6,"Classic Cars",East,Spain
10279,2004-08-09,2004-08-15,6,"Classic Cars",East,Spain
10290,2004-09-07,2004-09-13,6,"Vintage Cars",West,USA
10290,2004-09-07,2004-09-13,6,"Vintage Cars",West,USA
10291,2004-09-08,2004-09-14,6,"Classic Cars",East,Sweden
10291,2004-09-08,2004-09-14,6,"Classic Cars",East,Sweden
10291,2004-09-08,2004-09-14,6,"Trucks and Buses",South,Sweden
10291,2004-09-08,2004-09-14,6,"Trucks and Buses",South,Sweden
10291,2004-09-08,2004-09-14,6,"Trucks and Buses",South,Sweden
10291,2004-09-08,2004-09-14,6,"Vintage Cars",West,Sweden
10291,2004-09-08,2004-09-14,6,"Vintage Cars",West,Sweden
10291,2004-09-08,2004-09-14,6,"Vintage Cars",West,Sweden
10291,2004-09-08,2004-09-14,6,"Trucks and Buses",South,Sweden
10291,2004-09-08,2004-09-14,6,"Vintage Cars",West,Sweden
10291,2004-09-08,2004-09-14,6,"Trucks and Buses",South,Sweden
10291,2004-09-08,2004-09-14,6,"Trucks and Buses",South,Sweden
10291,2004-09-08,2004-09-14,6,"Trucks and Buses",South,Sweden
10291,2004-09-08,2004-09-14,6,"Classic Cars",East,Sweden
10304,2004-10-11,2004-10-17,6,"Classic Cars",East,France
10304,2004-10-11,2004-10-17,6,"Trucks and Buses",South,France
10304,2004-10-11,2004-10-17,6,"Trucks and Buses",South,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Vintage Cars",West,France
10304,2004-10-11,2004-10-17,6,"Trucks and Buses",South,France
10304,2004-10-11,2004-10-17,6,"Classic Cars",East,France
10307,2004-10-14,2004-10-20,6,"Classic Cars",East,USA
10307,2004-10-14,2004-10-20,6,Planes,North,USA
10307,2004-10-14,2004-10-20,6,Ships,South,USA
10307,2004-10-14,2004-10-20,6,"Vintage Cars",West,USA
10307,2004-10-14,2004-10-20,6,Planes,North,USA
10307,2004-10-14,2004-10-20,6,"Vintage Cars",West,USA
10307,2004-10-14,2004-10-20,6,"Vintage Cars",West,USA
10307,2004-10-14,2004-10-20,6,Ships,South,USA
10307,2004-10-14,2004-10-20,6,Planes,North,USA
10316,2004-11-01,2004-11-07,6,"Classic Cars",East,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10316,2004-11-01,2004-11-07,6,Ships,South,UK
10316,2004-11-01,2004-11-07,6,"Vintage Cars",West,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10316,2004-11-01,2004-11-07,6,"Vintage Cars",West,UK
10316,2004-11-01,2004-11-07,6,"Vintage Cars",West,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10316,2004-11-01,2004-11-07,6,"Vintage Cars",West,UK
10316,2004-11-01,2004-11-07,6,"Vintage Cars",West,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10316,2004-11-01,2004-11-07,6,Ships,South,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10316,2004-11-01,2004-11-07,6,Ships,South,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10316,2004-11-01,2004-11-07,6,Planes,North,UK
10317,2004-11-02,2004-11-08,6,Planes,North,USA
10322,2004-11-04,2004-11-10,6,"Classic Cars",East,USA
10322,2004-11-04,2004-11-10,6,"Classic Cars",East,USA
10322,2004-11-04,2004-11-10,6,"Trucks and Buses",South,USA
10322,2004-11-04,2004-11-10,6,"Trucks and Buses",South,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10322,2004-11-04,2004-11-10,6,"Trucks and Buses",South,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10322,2004-11-04,2004-11-10,6,"Vintage Cars",West,USA
10328,2004-11-12,2004-11-18,6,"Vintage Cars",West,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10328,2004-11-12,2004-11-18,6,"Vintage Cars",West,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10328,2004-11-12,2004-11-18,6,"Vintage Cars",West,Italy
10328,2004-11-12,2004-11-18,6,"Vintage Cars",West,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10328,2004-11-12,2004-11-18,6,Ships,South,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10328,2004-11-12,2004-11-18,6,Planes,North,Italy
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Vintage Cars",West,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,"Classic Cars",East,USA
10331,2004-11-17,2004-11-23,6,Motorcycles,North,USA
10331,2004-11-17,2004-11-23,6,Motorcycles,North,USA
10331,2004-11-17,2004-11-23,6,Motorcycles,North,USA
10352,2004-12-03,2004-12-09,6,Ships,South,USA
10352,2004-12-03,2004-12-09,6,Planes,North,USA
10352,2004-12-03,2004-12-09,6,Planes,North,USA
10352,2004-12-03,2004-12-09,6,Planes,North,USA
10355,2004-12-07,2004-12-13,6,"Classic Cars",East,Spain
10355,2004-12-07,2004-12-13,6,Motorcycles,North,Spain
10355,2004-12-07,2004-12-13,6,"Classic Cars",East,Spain
10355,2004-12-07,2004-12-13,6,Motorcycles,North,Spain
10355,2004-12-07,2004-12-13,6,"Classic Cars",East,Spain
10355,2004-12-07,2004-12-13,6,"Classic Cars",East,Spain
10355,2004-12-07,2004-12-13,6,"Classic Cars",East,Spain
10355,2004-12-07,2004-12-13,6,"Classic Cars",East,Spain
10355,2004-12-07,2004-12-13,6,Motorcycles,North,Spain
10355,2004-12-07,2004-12-13,6,Motorcycles,North,Spain
10358,2004-12-10,2004-12-16,6,"Classic Cars",East,Spain
10358,2004-12-10,2004-12-16,6,"Trucks and Buses",South,Spain
10358,2004-12-10,2004-12-16,6,"Classic Cars",East,Spain
10358,2004-12-10,2004-12-16,6,"Trucks and Buses",South,Spain
10358,2004-12-10,2004-12-16,6,"Classic Cars",East,Spain
